order_id,user_id,order_timestamp,product_id,product_name,product_category,quantity,item_price,is_reorder,days_since_last_order
6954471b-4bd3-499a-aba6-6c1aefaa0223,9507d26d-6c39-4749-9b32-d5e18fb1747c,2025-12-06T19:00:43.760Z,22b97dd5-58c2-4ff3-a9da-1c3cae78b1b5,Rustic Steel Gloves,Shoes,2,98.19,true,253
e1b2b83a-271c-4c27-9fcd-742701e65246,017b5dd9-460e-47f4-9046-0fbeeb4f3158,2025-10-26T09:35:06.548Z,cc9a901f-c291-418d-91b3-a5261a7c485f,Ergonomic Granite Ball,Books,3,176.29,false,251
18428d8f-6aa7-4f7e-b5a0-6d1d550eb138,cf01c0b2-c117-4fc9-be40-6c64a12f029a,2025-07-04T10:13:30.666Z,b9f6381c-3b52-490b-984e-8cf6be467e31,Refined Bamboo Bike,Clothing,5,3.75,false,365
94fda7ea-3a35-4ce6-a15d-d0dc6e81141b,5eb2ea9c-b45f-4e33-ba09-7bc037076df1,2025-07-02T21:21:27.381Z,c041e213-e513-4386-8f82-7b85020d7fc2,Small Gold Hat,Industrial,1,97.60,true,48
b97cb1db-1de5-4a50-9182-3657e18facd1,e9b18a70-014f-4f0b-8156-7ed0387da6ce,2025-06-19T15:44:27.284Z,c696ab4a-392a-4b65-9c2a-86ffaa506bd7,Handcrafted Concrete Sausages,Toys,1,39.99,true,219
742101b1-7833-4a6e-b3f6-4a3717787c2c,460aab03-7c78-4011-9cb9-43eb46081c95,2026-01-19T18:12:15.648Z,cec2a989-58b8-4384-8fda-bde60dcecdd3,Licensed Wooden Salad,Shoes,4,37.60,false,242
70ad1c2f-bd3e-4df8-be45-b5d97b5038e2,f3ef0f3f-8e5f-4d9c-905f-c705a30fcca7,2025-12-10T20:51:18.534Z,ccd9656a-89b7-4118-8f0a-9d91fdd386b5,Incredible Marble Shoes,Garden,3,185.55,true,353
44f15d74-5ed0-4ba9-aabe-aaf7b48b6341,b6ecfc54-0fb6-4249-acee-ad71494a4f7d,2025-11-02T12:29:26.167Z,60ba2f63-8909-4a24-ba01-263fa3a7a3fb,Oriental Plastic Pants,Industrial,3,51.75,false,230
5e8a2c74-6f88-4233-b636-8d377a1807fd,6e26dc3a-5845-4f7b-b159-283e90405277,2025-06-21T02:16:05.092Z,f1df70c3-b09c-446c-87fe-7fab5d6cb1c7,Soft Metal Tuna,Computers,4,2.47,true,293
1fc331c1-0d4b-41db-8e46-938b01fe91f8,2c0893cc-eb89-4c1d-8ec7-1ead01b31d72,2025-07-16T23:38:24.369Z,323e0578-464c-4122-807d-59d74e096978,Fantastic Rubber Bike,Electronics,4,97.35,false,346
c1ab5769-a764-4610-8586-8d176456033e,4b8ddfb5-7a0d-4352-86a2-2ccdec13091a,2026-02-10T11:25:34.578Z,fa8696d9-c539-43e6-95e9-f9ed77f90e5b,Generic Granite Hat,Movies,3,42.99,false,88
d27118ec-6e61-4dce-aa53-82e15ba5b66c,574b2040-f56e-4173-9b16-61b60f66a408,2026-02-14T02:47:03.472Z,3315260f-b335-4de5-96f4-108392586b83,Fantastic Granite Towels,Outdoors,4,189.80,false,266
2d98a265-2be9-4e09-bca0-477bbb0c2e5e,16079be5-f905-44db-854e-ae6eb62ec2b3,2025-07-04T02:12:47.598Z,b29e6bb0-2033-402b-ac28-7b550e0dcb96,Sleek Plastic Pizza,Outdoors,3,36.09,false,100
03e0ad44-8b9e-43ad-a4ef-24defae64644,973cc491-b91d-465f-a0e2-90f6e5aca519,2026-04-14T14:30:25.591Z,47b8a840-1c5e-4179-8838-ebc4f7e37b21,Rustic Cotton Keyboard,Toys,3,197.79,false,301
9be849df-ade3-4405-8dce-809aad5d9d0d,e4238d03-2e49-442a-adf2-a291406b9bb7,2025-12-10T18:23:05.219Z,503a2037-a005-44bf-a6df-8667dd1fa5fb,Bespoke Granite Hat,Kids,4,122.05,false,351
4d559b46-a207-44d3-9000-a347d1db5c5f,73442f5c-fe79-4e0e-80cb-fb077e8e98a1,2025-11-09T15:31:48.520Z,9a3b26f8-bed0-4f7a-9732-d47e71e8a0ec,Small Aluminum Ball,Home,4,72.59,true,244
1d01a000-2524-4266-993f-e8c5ec2868af,c8f8f2e6-223d-4367-a008-721b74c8a161,2025-09-23T08:55:21.776Z,cdc39a6f-61b1-48af-8d4d-e28ee46824f4,Rustic Metal Pizza,Games,2,112.69,true,312
85455a19-cac2-428d-948f-3f8060d83118,4a671eac-7bb7-40ef-bbd6-df8818908042,2025-06-15T22:18:35.134Z,90de916e-0cd8-4815-9589-92bbed0bd617,Licensed Silk Fish,Shoes,3,97.79,true,276
1b457db5-9e09-4bc4-932f-adbae1ad7722,4c12ea3d-219e-4db6-a249-1e66222dc7d1,2025-07-09T04:21:14.228Z,32478201-4a81-41e9-bc60-9b996db6c6b5,Incredible Steel Table,Music,5,23.39,false,102
28fec88e-b804-40ac-b1bd-09b527b49204,85212b47-a7bb-48e6-b310-0ccac49819de,2025-07-20T06:15:31.159Z,2a55909f-91ea-482c-86ce-d8be1991ed12,Licensed Rubber Bacon,Automotive,2,39.80,true,84
643adac1-03d1-47ae-8e5f-814a23794bfb,da93073e-24c5-4151-af5e-a8766c478981,2026-01-07T21:51:20.472Z,bc891435-c170-4b5c-99f0-acb1d17a2f1e,Unbranded Concrete Chips,Garden,3,172.89,true,227
42bd402b-38c7-4d91-b3f4-2e698c3c1d3a,3cfc72bf-8924-4b52-bf0a-35da8f4d1b7e,2025-11-05T10:19:44.599Z,3ea08878-d3ee-4e7c-aeb1-889470d8dea2,Oriental Rubber Shirt,Grocery,2,185.25,false,188
79df1374-2470-46bb-b36d-7dfdc900431d,8fb4344b-8027-40dd-8a93-6dc1e4f1c29b,2026-01-27T00:04:27.114Z,253d23fb-35f9-4ed8-9920-bb143f6b393c,Modern Aluminum Sausages,Automotive,2,12.99,false,198
298775e3-e6a7-4e83-81d4-0020d9a43506,bdeec9aa-fa27-4854-99e0-9cc1cd8101d1,2025-11-07T22:49:22.619Z,de26a47e-145a-4849-9c33-e3d19081cc2a,Incredible Bronze Keyboard,Outdoors,4,94.89,false,295
9c613e80-0acc-4498-832a-807e27fc1e82,5e7031bb-9a52-4068-ad5d-0f3f22c2bc68,2025-08-17T21:40:16.976Z,b256018d-6818-4f81-99d0-800deeb9b058,Soft Concrete Keyboard,Shoes,3,0.90,false,268
f970ca86-f549-47d8-b11a-2eeb864ee9f1,3dee6087-e071-4911-8464-bc7b55a4d53b,2025-07-05T08:20:12.700Z,1a8bbc22-3bae-4649-9f64-90ed24f586fa,Incredible Ceramic Bacon,Automotive,1,175.99,false,313
2a9e1f5a-7348-4825-8f18-6c6185a82555,eca2ec12-23b6-4670-8bee-7ea8baeadd0e,2026-03-02T01:18:05.917Z,9699c6f1-ed5c-4f05-a4b1-6d6c2315b04a,Handmade Ceramic Fish,Books,5,143.39,true,50
89e8f478-14e3-4ae7-98b0-11c189f13a11,0f77f0ff-e51a-4cb6-ad1e-21e0bf5426f2,2026-03-13T22:45:27.337Z,659364a3-0693-47b3-8344-8e6b4e9370d4,Ergonomic Bronze Ball,Jewelry,4,199.19,true,216
5432b4e6-623e-4856-898f-bae2cdd8b6ca,db9d98f4-0738-4356-9b2d-9f5da534cdba,2025-10-12T07:23:31.702Z,af006849-253c-4e52-9fe0-d50ffc6059c4,Rustic Silk Shoes,Music,5,70.89,true,321
8af0d006-076c-4ad8-a2f6-a90fa53ed3fb,5a7418d4-0701-4814-9a71-295556b0b9f6,2026-02-17T06:07:52.117Z,7794eb85-66ee-4af3-b77e-504805678b7c,Fresh Concrete Tuna,Baby,1,185.99,true,1
e237bf16-7b69-493d-850b-c117c268679e,4279b911-8fbc-4771-81ec-e168f80bc3f0,2025-12-04T08:26:04.543Z,2b12b342-6303-4abf-95c7-517cd144fe7c,Fresh Cotton Shirt,Automotive,2,111.49,true,322
674d1cba-dbb3-437a-b959-ece5beea474e,0b3e4799-9977-43f1-83d3-359bdc42f4ab,2025-06-12T11:36:18.498Z,449f8760-0597-4d9e-8c0d-a8e7dda92b58,Soft Ceramic Hat,Health,2,159.79,true,336
89bac8dd-453f-43de-8b42-5ebd7f85409c,b658b2a7-e34d-45a9-aa27-cbb14c58fcca,2026-01-08T09:23:41.376Z,bea911b5-2305-42fc-9aa3-65e5ec156e7d,Gorgeous Plastic Car,Industrial,5,161.79,true,132
7fefa3bd-3e8a-4402-9d3b-7421dc3dfe82,118da065-7f63-4df1-a866-1b5d184b25fb,2026-04-01T23:51:57.474Z,f3338033-0bc3-4bd9-9757-75b74ce8bc29,Oriental Metal Keyboard,Beauty,4,130.95,false,328
fa1f7207-090f-433d-a04d-dfbec6847b83,62269bc0-0ed6-4e1b-a2f5-1b19bfc2b962,2025-11-13T10:27:53.278Z,feb67884-a154-4b92-93a2-f235d35d30d1,Generic Bamboo Bike,Electronics,1,121.39,true,194
c2246afe-1692-4196-8dd3-7abecf50b33e,83b27962-db46-453b-a30b-410734903bdc,2025-12-08T12:11:41.411Z,06e24b0e-3ea8-4398-861c-31e3236b08e7,Luxurious Gold Pizza,Tools,1,50.59,false,113
f2fcf900-a71a-4237-88b1-4e5743f165e7,a26452fb-7af1-4db2-a002-a82485052cbe,2025-10-28T15:16:10.678Z,ce4e5d59-fbf4-4155-b8d8-8cde261c7e4a,Rustic Bronze Keyboard,Computers,1,151.19,true,122
16232d51-e909-4c88-b06d-2c7db3058508,c11ec987-e59b-4cb2-abcf-1c3fe26b3ce7,2025-09-05T05:30:16.563Z,ce7e1650-b754-409a-8e68-78f9e2118673,Ergonomic Ceramic Pizza,Sports,1,69.25,false,177
78e8cf1d-8476-495d-bdff-9836da7bd1bf,3573ad36-796d-4ca9-8c64-c08a3049eefc,2026-03-24T02:10:42.493Z,d9eafcfe-e6ed-4c00-a597-eb3da3b976c5,Tasty Gold Computer,Grocery,5,3.61,true,351
d24bbe67-e878-4bfc-90bb-71ee2dce0df4,326484ec-969f-45b4-a5e5-ff89891ca833,2025-05-09T09:04:07.404Z,536639d7-ff12-41d4-8aaf-0a4f75bf022c,Modern Bronze Cheese,Shoes,2,133.15,true,353
fc8c434c-35f4-46e0-b545-e624a28a080e,8ede30d8-739b-490b-afee-2089e9f42e26,2026-04-19T22:33:23.820Z,d7dd544a-1d4f-4a25-9b3f-6fc4b78311e0,Oriental Rubber Car,Automotive,5,2.55,false,331
422d75eb-ea14-4167-bbd8-25db4a23a9d3,1ab50a63-f556-4be5-804e-93dd03121072,2026-03-28T05:30:05.562Z,5b4fe028-8ce6-4c11-9419-4af5f81c6794,Rustic Silk Soap,Automotive,2,33.62,false,108
16b39406-686f-46d2-834f-41ffe200fb96,6738906f-7305-4cde-bc68-2b1420490bc5,2026-03-07T16:34:30.425Z,9229cc77-49dd-480e-9958-e547cba309b5,Fresh Plastic Chicken,Garden,1,176.59,false,138
58b83709-5743-49bf-a6ac-44a9f59eb2cf,56e612b7-bd83-45fe-b24b-a63616bf6a18,2026-04-15T09:34:02.683Z,38d08241-4ada-4964-8657-54c44c06bae7,Elegant Silk Computer,Clothing,4,29.19,false,221
96e80d4d-dcca-45a0-a786-0a4e619266b0,9fa57b26-39dd-4b31-abff-eb4823a8f0d5,2025-07-17T16:44:47.109Z,ec8e1e8f-27a3-4952-a33e-8584440582d5,Soft Aluminum Soap,Clothing,2,65.29,true,21
c3356b82-94c9-4ea2-9b8a-6e433c359f74,f962b64c-7d58-4024-aa9d-f7c38b265e0b,2025-12-17T08:49:53.178Z,fcb35752-bbe6-4639-8ec4-7137cc2bfa98,Unbranded Gold Mouse,Jewelry,3,11.35,false,329
fef943a1-8b69-41b9-939e-d7175cb5086a,dd054ca0-4a15-41dd-ba85-428e8a60166b,2026-04-03T01:36:51.149Z,603bef76-67e8-43e3-840f-395deeb06029,Soft Concrete Keyboard,Outdoors,4,113.39,false,284
eefe123e-e055-479f-981c-ad82e056adc4,a36bd5b6-6c47-4577-8b21-811933e4eaa9,2025-06-26T05:32:07.253Z,cd43e751-c209-4070-aedb-f3d2c2adf7b1,Electronic Silk Pants,Electronics,2,81.69,true,334
54142ae1-3a8f-4840-9b0d-14239068abe3,e85ebda3-c454-4692-a88f-1481a96abee7,2025-11-24T04:02:08.570Z,f3b48269-fbfb-4650-94e3-9ee893d72249,Sleek Marble Gloves,Kids,2,106.90,false,85
ee6c90ed-3cb6-4a1b-bd62-d85138a620ef,3909bf02-2115-45bf-833b-1fe46da45d33,2025-06-06T12:47:59.640Z,25c7cfc6-824b-4bb3-8fad-4e2996307bcd,Tasty Plastic Keyboard,Computers,5,106.89,true,235
1616691d-487f-4650-ab90-574dbcc96eaf,291b32a3-48f1-4047-86a3-ce3b78006a10,2026-04-15T19:22:29.372Z,0fa83e41-9cba-4b0a-8d7e-fa70bea1a15f,Fantastic Plastic Chips,Health,5,147.89,true,78
4e413592-beb9-45b2-ace5-312f7dd47f5f,f96d2347-bcf8-4fd1-ba7e-adf24d0d4fd2,2026-03-03T04:13:39.870Z,ac4a5177-ea75-4b68-b6d6-f9427ce12e8b,Practical Bronze Ball,Games,1,71.05,true,181
2a3d863f-1d7d-48e1-bda7-69deacac6b39,42babe2a-a2b1-49ea-9df3-5710fe1367e7,2025-11-05T14:04:51.679Z,2c0950ca-ca5f-4704-9240-463a04eff55a,Tasty Bamboo Chair,Health,5,36.55,false,21
1604e61b-11e0-4e73-934c-711d70c6a5c4,4b934172-c28e-4ede-bd46-f1519a74d772,2026-04-16T09:19:10.644Z,4e7f346f-d4ea-4957-8bf1-20f402b26366,Practical Metal Table,Music,2,45.15,false,270
328c4474-09eb-4a3f-b161-fa587ddedcfa,8947d7c3-9f6b-4c83-b537-187c69ef6b1e,2025-07-29T12:04:02.484Z,1264e0f2-dce7-4bbb-81be-7941d9a90ff4,Generic Aluminum Shirt,Health,4,60.09,true,118
7ae00e85-e098-4a3a-a6a1-34fab5d36c78,37bcfa85-cdd4-4641-8b80-43d206e2efc1,2025-12-08T01:21:54.356Z,c7b91d19-3691-48a0-803f-aa27c603f794,Small Metal Cheese,Toys,5,165.79,true,82
40336de0-6160-4026-9e63-590b3214afa9,52bf3580-6c1d-4e4a-bbd2-8b44b90eb01b,2025-10-31T20:49:22.505Z,80a01df3-88a6-4571-b633-c93d84fdc7cf,Generic Bamboo Towels,Computers,3,136.69,true,108
b16143ef-5821-49de-89db-45bff2f27e84,0d10a419-552b-408a-9175-9390bd2f3dbd,2026-02-25T15:38:04.440Z,696db2e2-6b66-49c5-a2d1-c6d07847107a,Incredible Plastic Pants,Garden,5,51.39,false,191
da411d75-08aa-42c2-a8db-95d57a5bbc43,ab9620ea-4ac1-4515-ac63-abdf1cdc64ce,2026-03-09T18:14:18.122Z,566efa09-48ff-41d2-8482-7fb5237ec4e2,Sleek Gold Tuna,Health,5,123.19,true,329
063e98c3-613f-4d5f-9c46-85fe9138a354,bceb7ee5-a942-48cd-abd0-3935580cb148,2026-03-28T07:48:05.738Z,d16b7778-ce80-4d7b-ba6f-60d61fa23b42,Licensed Rubber Cheese,Games,3,21.89,false,136
5529f2f8-0e08-4bf6-bc3a-88f810573a6c,9b0dbdf6-ebea-44dc-b8ad-e5d2becd218e,2025-06-29T04:49:38.468Z,53230ab9-3245-497c-b0d5-e80798f53c21,Sleek Marble Table,Outdoors,1,113.99,true,281
eca8e625-350d-4ee4-9fe5-7a669e65805b,ba8685b1-e15b-4802-969b-bb054fe34032,2025-11-10T18:55:13.312Z,75fe3142-2dc9-4222-9e1d-015b7e454408,Modern Granite Salad,Computers,4,112.69,true,237
7691c73c-41d3-476f-b459-a129d8666977,7bb670f5-02ae-458e-81a1-51f7ed5788cc,2025-06-06T14:12:08.809Z,e81db276-1113-41af-ac17-a2a11fed46cd,Modern Steel Bacon,Health,2,185.89,true,190
f19ea711-cd76-4359-b71e-485990d9d4ea,b2cb00b4-e8c4-4915-8f45-ba867f2d76bd,2025-06-29T16:32:05.117Z,17242805-a090-45e9-9ca8-d111cf71cd6b,Handmade Steel Soap,Electronics,5,173.70,true,100
00ad7a2d-7c85-4861-a068-0ace15b8db15,d49633ce-c40b-4953-93b0-88398446417c,2025-10-16T16:01:18.700Z,5f955175-b1e7-42d8-956f-0a3e93dea7d2,Practical Metal Mouse,Industrial,4,26.25,false,150
ad959610-2ec5-46f9-b278-c3ca3df740c0,042dfd19-ab91-43f2-883e-2b318f7749d9,2025-10-16T17:45:11.165Z,355d963b-db89-45e9-9dc4-f485b171f09d,Licensed Wooden Shirt,Health,3,142.25,true,23
d80c3485-be9b-4e93-bbb0-b8977d141274,22ba52d3-421a-4c7a-85f0-051f89eaefab,2025-06-24T10:43:55.368Z,3af05532-8469-4c89-bb1d-df181a782486,Luxurious Cotton Soap,Beauty,1,139.50,true,304
72795a7e-b2bd-40e1-9477-9cda17419dca,75fac8c2-5ebc-4381-8929-644f0c7a0ce1,2026-03-14T02:42:46.454Z,779bcc71-8ab6-4ff0-b6ab-8dd672c881f1,Unbranded Wooden Fish,Tools,2,113.89,true,338
7daff1e9-692d-41dc-a892-a76f6fe3cfc6,d93cd293-fe20-4f4b-9265-43668ee0039f,2026-02-03T00:42:16.419Z,c7394631-3566-4b77-8ed4-a2f3fb092efb,Frozen Plastic Hat,Automotive,1,15.49,false,134
23fd6bf7-0f46-45d4-836f-5e2b8eb3fab2,f279cbf1-abde-4924-93f7-6b7d45b34be9,2025-07-23T09:37:45.351Z,fa1abde2-4269-414f-8545-1dea45bb994f,Modern Bronze Sausages,Industrial,1,53.69,false,349
6caa0050-3529-4718-8c3f-40a8f9a9dc9f,84c16205-44d1-4d5e-b076-65424216c344,2025-05-13T16:52:48.510Z,6f2aa0ca-c192-4676-9278-bf3c6307542a,Generic Bamboo Car,Home,5,136.35,true,130
f308b9bb-805c-4848-b122-3ad1b9dc62fb,2e511729-a3a9-41d9-bf37-3d70414da302,2026-03-22T09:14:28.433Z,6d4208b6-442c-4b23-b6c0-2eb4622ee0f2,Recycled Cotton Table,Movies,3,173.62,true,310
2f449a1d-e965-495b-b99c-3b43a3f61012,c52ad2d7-d1a4-4314-89a5-580aee1bf28d,2026-02-14T16:45:43.981Z,58a9d9fc-be65-4370-9731-4335b1b47cd8,Ergonomic Bronze Ball,Movies,1,142.39,false,184
eb84ba2d-85b6-41c9-995b-6ae9b592f2bc,252cbe10-5dfd-4e8a-9b4d-70b76bf70696,2025-06-12T15:59:48.731Z,2d04a89a-2630-43df-bbc3-2f20051e2d98,Incredible Concrete Shoes,Tools,4,10.65,true,361
7a08a20f-546e-44b4-ac6e-ad024f308b16,0ed61500-b367-42a5-af9c-ead772e4a6ff,2026-01-08T15:32:41.535Z,4f094e99-6e6d-4aa9-8967-5e99631eeff0,Luxurious Aluminum Pants,Sports,1,111.35,true,316
43834c50-2cfa-4ac4-b23c-2d980eb35328,ff53f358-de13-4cbb-9a2c-11542c59b3f0,2025-07-18T21:07:24.603Z,847db16d-3be6-4cd9-87ae-31579325a71e,Soft Gold Keyboard,Books,5,19.59,false,352
28e5e1cd-1ca8-4ec6-abe0-c2e683f59541,bc593e69-b1b0-4c76-b95e-d031967a0079,2025-11-26T04:59:59.974Z,9c9562a0-6571-4bff-a55a-5cb9334651bc,Refined Wooden Shoes,Clothing,5,22.69,true,311
0174d370-f810-4441-a34e-06f4ea023275,9c612d77-1ea3-4f16-a78d-a0449cd0dfbf,2025-12-06T19:59:29.926Z,1f8bb0fa-f0dd-4614-b5d3-1227945d9900,Luxurious Marble Computer,Music,5,18.35,true,33
1bf8fbe0-1246-4573-8ae0-04dab910af45,5574b6c7-4527-420d-a2fa-e2ca071a58e1,2025-06-11T12:49:32.911Z,314a0b55-df8b-407d-890c-e95104a0d7e1,Modern Ceramic Pizza,Home,3,169.93,false,177
8a720379-92e6-4f17-adc3-6e3b1aa94fca,93898793-2576-4a5d-b30b-2fa9c6182544,2025-08-25T21:43:21.910Z,42cf3986-424b-4598-a214-ac82d782bb60,Sleek Marble Towels,Clothing,3,191.59,false,119
f6a98750-82dc-4e9a-8857-05c5da771518,176c56ae-583f-4318-97da-b82860bcd568,2025-11-25T21:04:21.910Z,6e95c98b-4150-4829-b431-2fcd5f7374f2,Intelligent Wooden Fish,Electronics,5,190.65,true,78
db556f77-b7c3-494f-841a-9bc98340391a,63306667-815a-4c3a-9e19-7ad027f0d215,2025-10-30T08:16:45.511Z,fb49cac8-893f-44c9-8117-aaef85753cb4,Modern Silk Tuna,Outdoors,4,43.99,true,274
782322ce-0f6b-4427-949a-68175b7cbcbe,603529b7-4e10-4533-aca8-b6155d2cd385,2026-03-15T13:49:03.940Z,80e33890-7bf5-4b03-88a3-12c4a7ad68c2,Gorgeous Ceramic Tuna,Jewelry,3,39.25,false,31
d0ac50e5-6524-482e-9366-1d1cd892dc2b,a79a713e-68b4-4404-817f-908c9a495978,2026-01-30T05:05:32.019Z,9301cd1b-de30-4459-8cdf-9762289d61ff,Fantastic Steel Shirt,Grocery,1,148.59,true,284
06847f5d-ccf3-488e-9929-0452fb9d5df6,fa85beeb-e828-4de9-839b-02fb647593d7,2025-09-01T00:25:48.347Z,4f693bca-332b-41e9-9dcb-730f96b66bc8,Awesome Marble Sausages,Baby,1,43.22,true,147
cce40064-a8bb-4926-9dfd-6be6de4b6a8b,17eb10a1-be79-48b4-8f89-d9b511224e2b,2026-01-06T14:31:20.291Z,b206ffa7-2b1f-4afe-830f-68c5778503f0,Fantastic Steel Bike,Kids,3,108.89,true,220
b2467c61-4b66-4e23-af6e-041bb4819d28,02719e2d-530d-4cb4-9849-d77fb7839626,2025-08-17T04:51:43.933Z,90ef5acd-d3b7-49db-a6da-94709528d57a,Sleek Wooden Tuna,Computers,5,144.39,false,116
4cca4693-1d99-43b6-af51-f061f268ceea,617e5f53-5e48-44a0-b73e-1a60b89568f9,2025-10-02T22:17:14.849Z,b50dabee-11f4-4147-9ecc-081f45c9b465,Small Aluminum Cheese,Shoes,2,123.39,true,83
712c896a-5615-4095-96b0-d4b4cc5b61e9,0e6d1a97-0e8a-4b7a-afb0-f379ce0bfc34,2025-12-24T21:23:53.265Z,e4ba9c2c-45f8-4027-aa55-d97638ddbdad,Modern Ceramic Sausages,Health,4,170.49,true,270
b6e84e80-fe7b-4b3d-a730-3897f1407232,6b3d3d9a-90c5-4149-a601-b336d4b19bd0,2025-07-09T21:14:43.676Z,e98b9d4d-acd8-41d9-af81-52a5b02a5408,Refined Concrete Chair,Baby,4,89.16,false,348
99fe2094-16e2-4608-91c1-86d7a81c9956,98635a82-e2ed-414a-a5ae-1a6aa5b7f45c,2025-08-08T18:26:38.624Z,4940bf19-8238-4049-bf58-fc4d153e1769,Tasty Concrete Keyboard,Grocery,4,5.09,false,344
90f42fef-3c7a-4fb5-860d-feaf3cf5408d,7fdc8387-b2c6-423f-b8c3-b81bd6e4e24c,2025-05-10T00:38:22.435Z,a3c4c927-1510-497b-90a4-44fd50eb235e,Small Steel Pants,Electronics,3,68.69,true,228
d2d70f53-4f12-4deb-a0f9-6fc36513ed8c,51fefd34-96a5-4367-bb23-ce6ee96dd454,2025-06-27T19:35:17.531Z,476d4416-357c-4b6d-a087-970fa5bd8cd3,Luxurious Steel Salad,Home,2,129.95,false,329
d5ce88a7-6963-46f4-9672-fb6e3ad3248b,6f5e1244-c6bb-4a1d-b715-1d3384b3f2c3,2026-04-17T10:33:46.255Z,dc9fac3d-3b65-48e8-b2f3-323645e263eb,Licensed Marble Chips,Toys,2,113.45,false,120
4181bb30-1d52-45fc-8459-747b2c17abea,e1172748-7974-4c5f-b8bd-b35b2f2912c4,2026-04-14T05:10:39.894Z,a87e03e8-8afc-4425-9b58-0ccdb442445a,Modern Plastic Salad,Garden,5,34.49,false,173
1eac18d0-5db3-47db-aeb7-0fec2adeec24,64faf760-ffb4-49ce-a789-407675d9571e,2025-10-01T18:31:20.541Z,70de1379-1dec-49a6-a85c-bb70ffdc7f95,Handcrafted Gold Sausages,Toys,4,24.39,false,305
3bdc11de-9fc8-4980-b24e-97fbbd4801e5,4f876643-99e0-4293-b0b9-f8de6c01a6b5,2025-05-07T05:05:06.372Z,31c07a11-0a05-4656-bd4b-12b78f3e6ae5,Rustic Gold Salad,Outdoors,4,170.95,true,7
